r,m,p_A,p_B,m_A,m_B
0.09800100000000007,1.286783286230545e-06,4.997111050936503e-06,4.995085644567253e-07,1.0985252574445612e-06,1.8825802878598423e-07
0.09900100000000008,1.3265721425199233e-06,4.9970518113737005e-06,4.994984853385734e-07,1.1324921667122009e-06,1.9407997580772283e-07
0.10000100000000008,1.367172704385405e-06,4.99699197110108e-06,4.994883039350852e-07,1.167151971604882e-06,2.0002073278052328e-07
0.10100100000000008,1.408593159597905e-06,4.996931530139872e-06,4.994780202474633e-07,1.202511659805126e-06,2.0608149979277926e-07
0.10200100000000008,1.450841695591082e-06,4.996870488511518e-06,4.994676342769224e-07,1.2385782186581978e-06,2.1226347693288443e-07
0.10300100000000008,1.4939264994579768e-06,4.996808846237674e-06,4.994571460246894e-07,1.2753586351687447e-06,2.1856786428923246e-07
0.10400100000000008,1.5378557579476495e-06,4.996746603340209e-06,4.994465554920031e-07,1.3128598959974328e-06,2.2499586195021703e-07
0.10500100000000008,1.5826376574618176e-06,4.996683759841203e-06,4.994358626801145e-07,1.3510889874575863e-06,2.315486700042318e-07
0.10600100000000008,1.6282803840514955e-06,4.99662031576295e-06,4.994250675902865e-07,1.3900528955118255e-06,2.3822748853967045e-07
0.10700100000000008,1.6747921234136322e-06,4.996556271127957e-06,4.99414170223794e-07,1.429758605768706e-06,2.4503351764492667e-07
0.10800100000000008,1.722181060887751e-06,4.996491625958943e-06,4.994031705819243e-07,1.4702131034793575e-06,2.519679574083941e-07
0.10900100000000008,1.770455381452589e-06,4.9964263802788396e-06,4.993920686659766e-07,1.5114233735341233e-06,2.590320079184664e-07
0.11000100000000008,1.8196232697227367e-06,4.996360534110791e-06,4.993808644772622e-07,1.5533964004592002e-06,2.662268692635373e-07
0.11100100000000009,1.8696929099452783e-06,4.996294087478155e-06,4.993695580171043e-07,1.5961391684132786e-06,2.735537415320004e-07
0.11200100000000009,1.9206724859964315e-06,4.996227040404501e-06,4.993581492868383e-07,1.6396586611841829e-06,2.8101382481224943e-07
0.11300100000000009,1.9725701813781893e-06,4.996159392913611e-06,4.993466382878118e-07,1.6839618621855123e-06,2.8860831919267806e-07
0.11400100000000009,2.0253941792149603e-06,4.996091145029482e-06,4.993350250213841e-07,1.7290557544532815e-06,2.9633842476167994e-07
0.11500100000000009,2.0791526622502105e-06,4.996022296776319e-06,4.99323309488927e-07,1.774947320642563e-06,3.042053416076487e-07
0.11600100000000009,2.1338538128431046e-06,4.995952848178544e-06,4.993114916918241e-07,1.8216435430241279e-06,3.122102698189781e-07
0.11700100000000009,2.189505812965149e-06,4.995882799260789e-06,4.992995716314711e-07,1.8691514034810885e-06,3.2035440948406174e-07
0.11800100000000009,2.2461168441968328e-06,4.995812150047899e-06,4.992875493092757e-07,1.917477883505541e-06,3.2863896069129334e-07
0.11900100000000009,2.303695087724272e-06,4.995740900564933e-06,4.99275424726658e-07,1.966629964195207e-06,3.3706512352906655e-07
0.1200010000000001,2.3622487243358525e-06,4.99566905083716e-06,4.992631978850496e-07,2.0166146262500786e-06,3.45634098085775e-07
0.1210010000000001,2.421785934418872e-06,4.9955966008900635e-06,4.992508687858947e-07,2.067438849969061e-06,3.543470844498124e-07
0.1220010000000001,2.482314897956186e-06,4.995523550749338e-06,4.992384374306492e-07,2.119109615246615e-06,3.6320528270957244e-07
0.1230010000000001,2.543843794522851e-06,4.9954499004408915e-06,4.992259038207813e-07,2.1716339015694032e-06,3.7220989295344877e-07
0.1240010000000001,2.6063808032827685e-06,4.995375649990844e-06,4.992132679577712e-07,2.2250186880129345e-06,3.8136211526983507e-07
0.12500100000000008,2.6699341029853313e-06,4.995300799425528e-06,4.992005298431109e-07,2.279270953238207e-06,3.90663149747125e-07
0.12600100000000009,2.7345118719620674e-06,4.995225348771487e-06,4.991876894783048e-07,2.334397675488356e-06,4.0011419647371226e-07
0.12700100000000009,2.8001222881232865e-06,4.9951492980554795e-06,4.991747468648693e-07,2.3904058325852972e-06,4.097164555379905e-07
0.1280010000000001,2.8667735289547263e-06,4.995072647304475e-06,4.991617020043328e-07,2.447302401926374e-06,4.1947112702835336e-07
0.1290010000000001,2.934473771514198e-06,4.994995396545655e-06,4.991485548982356e-07,2.505094360481005e-06,4.2937941103319456e-07
0.1300010000000001,3.003231192428234e-06,4.9949175458064125e-06,4.991353055481303e-07,2.5637886847873277e-06,4.3944250764090776e-07
0.1310010000000001,3.073053967888734e-06,4.994839095114355e-06,4.991219539555815e-07,2.623392350948849e-06,4.496616169398866e-07
0.1320010000000001,3.143950273649614e-06,4.9947600444973e-06,4.991085001221658e-07,2.6839123346310907e-06,4.600379390185248e-07
0.1330010000000001,3.2159282850234526e-06,4.994680393983279e-06,4.990949440494718e-07,2.745355611058238e-06,4.70572673965216e-07
0.1340010000000001,3.2889961768781414e-06,4.994600143600535e-06,4.990812857391003e-07,2.807729155009789e-06,4.812670218683538e-07
0.1350010000000001,3.3631621236335317e-06,4.994519293377522e-06,4.99067525192664e-07,2.871039940817201e-06,4.92122182816332e-07
0.1360010000000001,3.4384342992580846e-06,4.994437843342909e-06,4.99053662411788e-07,2.9352949423605414e-06,5.031393568975443e-07
0.1370010000000001,3.5148208772655203e-06,4.994355793525574e-06,4.990396973981089e-07,3.0005011330651374e-06,5.143197442003842e-07
0.1380010000000001,3.592330030711469e-06,4.994273143954609e-06,4.990256301532757e-07,3.066665485898225e-06,5.256645448132455e-07
0.1390010000000001,3.67096993219012e-06,4.994189894659317e-06,4.990114606789495e-07,3.133794973365599e-06,5.371749588245218e-07
0.1400010000000001,3.750748753830872e-06,4.9941060456692145e-06,4.989971889768033e-07,3.2018965675082665e-06,5.488521863226068e-07
0.1410010000000001,3.831674667294987e-06,4.994021597014029e-06,4.989828150485222e-07,3.270977239899094e-06,5.606974273958942e-07
0.1420010000000001,3.913755843772238e-06,4.9939365487237e-06,4.989683388958033e-07,3.3410439616394616e-06,5.727118821327777e-07
0.1430010000000001,3.997000453977565e-06,4.993850900828379e-06,4.989537605203559e-07,3.412103703355915e-06,5.848967506216508e-07
0.1440010000000001,4.081416668147724e-06,4.9937646533584296e-06,4.989390799239012e-07,3.4841634351968175e-06,5.972532329509073e-07
0.1450010000000001,4.167012656037941e-06,4.993677806344428e-06,4.989242971081724e-07,3.5572301268290015e-06,6.097825292089409e-07
0.1460010000000001,4.253796586918568e-06,4.993590359817161e-06,4.98909412074915e-07,3.631310747434424e-06,6.224858394841452e-07
0.1470010000000001,4.341776629571732e-06,4.993502313807628e-06,4.988944248258863e-07,3.7064122657068195e-06,6.35364363864914e-07
0.1480010000000001,4.430960952287992e-06,4.993413668347042e-06,4.988793353628558e-07,3.7825416498483526e-06,6.484193024396408e-07
0.1490010000000001,4.521357722862993e-06,4.993324423466824e-06,4.988641436876049e-07,3.859705867566275e-06,6.616518552967195e-07
0.1500010000000001,4.612975108594121e-06,4.99323457919861e-06,4.988488498019271e-07,3.937911886069579e-06,6.750632225245435e-07
0.1510010000000001,4.705821276277159e-06,4.993144135574247e-06,4.988334537076281e-07,4.017166672065653e-06,6.886546042115065e-07
0.1520010000000001,4.799904392202941e-06,4.993053092625793e-06,4.988179554065253e-07,4.097477191756939e-06,7.024272004460024e-07
0.1530010000000001,4.89523262215401e-06,4.992961450385519e-06,4.988023549004486e-07,4.178850410837586e-06,7.163822113164246e-07
0.1540010000000001,4.991814131401276e-06,4.992869208885906e-06,4.987866521912396e-07,4.26129329449011e-06,7.30520836911167e-07
0.1550010000000001,5.089657084700669e-06,4.9927763681596485e-06,4.987708472807519e-07,4.344812807382048e-06,7.448442773186231e-07
0.1560010000000001,5.188769646289803e-06,4.992682928239652e-06,4.987549401708515e-07,4.4294159136626185e-06,7.593537326271867e-07
0.1570010000000001,5.2891599798846275e-06,4.992588889159034e-06,4.987389308634161e-07,4.5151095769593785e-06,7.740504029252514e-07
0.1580010000000001,5.39083624867609e-06,4.9924942509511224e-06,4.987228193603356e-07,4.601900760374882e-06,7.889354883012108e-07
0.15900100000000011,5.493806615326794e-06,4.992399013649458e-06,4.987066056635119e-07,4.689796426483338e-06,8.040101888434587e-07
0.16000100000000012,5.598079241967661e-06,4.992303177287792e-06,4.98690289774859e-07,4.778803537327274e-06,8.192757046403888e-07
0.16100100000000012,5.703662290194584e-06,4.992206741900089e-06,4.986738716963027e-07,4.868929054414192e-06,8.347332357803946e-07
0.16200100000000012,5.810563921065097e-06,4.992109707520523e-06,4.98657351429781e-07,4.96017993871323e-06,8.5038398235187e-07
0.16300100000000012,5.918792295095028e-06,4.99201207418348e-06,4.986407289772441e-07,5.052563150651822e-06,8.662291444432085e-07
0.16400100000000012,6.028355572255165e-06,4.99191384192356e-06,4.986240043406539e-07,5.146085650112364e-06,8.822699221428039e-07
0.16500100000000012,6.1392619119679175e-06,4.991815010775571e-06,4.986071775219848e-07,5.24075439642887e-06,8.985075155390497e-07
0.16600100000000012,6.251519473103976e-06,4.991715580774533e-06,4.985902485232226e-07,5.336576348383638e-06,9.149431247203397e-07
0.16700100000000012,6.365136413978978e-06,4.991615551955679e-06,4.985732173463657e-07,5.433558464203913e-06,9.315779497750675e-07
0.16800100000000012,6.480120892350171e-06,4.9915149243544536e-06,4.985560839934242e-07,5.531707701558547e-06,9.484131907916268e-07
0.16900100000000012,6.596481065413076e-06,4.99141369800651e-06,4.985388484664205e-07,5.631031017554668e-06,9.654500478584112e-07
0.17000100000000012,6.7142250897981505e-06,4.991311872947715e-06,4.985215107673887e-07,5.731535368734339e-06,9.826897210638146e-07
0.17100100000000013,6.833361121567456e-06,4.991209449214147e-06,4.985040708983752e-07,5.8332277110712284e-06,1.0001334104962305e-06
0.17200100000000013,6.95389731621132e-06,4.991106426842094e-06,4.984865288614383e-07,5.936114999967271e-06,1.0177823162440525e-06
0.17300100000000013,7.075841828645005e-06,4.991002805868055e-06,4.984688846586484e-07,6.040204190249334e-06,1.0356376383956743e-06
0.17400100000000013,7.199202813205375e-06,4.9908985863287425e-06,4.984511382920878e-07,6.145502236165888e-06,1.0537005770394898e-06
0.17500100000000013,7.32398842364756e-06,4.990793768261078e-06,4.984332897638509e-07,6.25201609138367e-06,1.0719723322638923e-06
0.17600100000000013,7.450206813141623e-06,4.990688351702196e-06,4.984153390760443e-07,6.35975270898435e-06,1.0904541041572757e-06
0.17700100000000013,7.577866134269234e-06,4.99058233668944e-06,4.983972862307863e-07,6.468719041461202e-06,1.1091470928080337e-06
0.17800100000000013,7.706974539020329e-06,4.990475723260366e-06,4.983791312302074e-07,6.578922040715771e-06,1.12805249830456e-06
0.17900100000000013,7.837540178789789e-06,4.990368511452741e-06,4.983608740764502e-07,6.690368658054542e-06,1.1471715207352481e-06
0.18000100000000013,7.9695712043741e-06,4.990260701304542e-06,4.983425147716693e-07,6.803065844185609e-06,1.1665053601884919e-06
0.18100100000000013,8.10307576596803e-06,4.9901522928539585e-06,4.98324053318031e-07,6.917020549215346e-06,1.1860552167526848e-06
0.18200100000000013,8.238062013161299e-06,4.99004328613939e-06,4.983054897177141e-07,7.032239722645078e-06,1.2058222905162206e-06
0.18300100000000014,8.374538094935244e-06,4.989933681199446e-06,4.98286823972909e-07,7.148730313367751e-06,1.225807781567493e-06
0.18400100000000014,8.5125121596595e-06,4.989823478072949e-06,4.982680560858185e-07,7.266499269664604e-06,1.2460128899948955e-06
0.18500100000000014,8.651992355088662e-06,4.989712676798931e-06,4.982491860586572e-07,7.3855535392018405e-06,1.266438815886822e-06
0.18600100000000014,8.792986828358968e-06,4.989601277416637e-06,4.982302138936517e-07,7.505900069027303e-06,1.2870867593316662e-06
0.18700100000000014,8.935503725984966e-06,4.9894892799655185e-06,4.982111395930407e-07,7.627545805567145e-06,1.3079579204178215e-06
0.18800100000000014,9.079551193856185e-06,4.989376684485242e-06,4.981919631590748e-07,7.750497694622504e-06,1.3290534992336819e-06
0.18900100000000014,9.22513737723382e-06,4.9892634910156824e-06,4.981726845940169e-07,7.87476268136618e-06,1.3503746958676409e-06
0.19000100000000014,9.372270420747395e-06,4.989149699596926e-06,4.981533039001415e-07,8.000347710339304e-06,1.371922710408092e-06
0.19100100000000014,9.520958468391448e-06,4.9890353102692705e-06,4.981338210797354e-07,8.127259725448019e-06,1.393698742943429e-06
0.19200100000000014,9.6712096635222e-06,4.9889203230732225e-06,4.981142361350973e-07,8.255505669960155e-06,1.4157039935620458e-06
0.19300100000000014,9.823032148854236e-06,4.988804738049501e-06,4.980945490685382e-07,8.385092486501901e-06,1.4379396623523358e-06
0.19400100000000015,9.976434066457183e-06,4.988688555239035e-06,4.980747598823805e-07,8.51602711705449e-06,1.4604069494026927e-06
0.19500100000000015,1.0131423557752382e-05,4.988571774682963e-06,4.980548685789593e-07,8.648316502950871e-06,1.4831070548015102e-06
0.19600100000000015,1.0288008763509572e-05,4.9884543964226355e-06,4.980348751606212e-07,8.781967584872389e-06,1.5060411786371822e-06
0.19700100000000015,1.0446197823843565e-05,4.988336420499613e-06,4.98014779629725e-07,8.916987302845464e-06,1.529210520998102e-06
0.19800100000000015,1.0605998878210933e-05,4.988217846955666e-06,4.979945819886416e-07,9.05338259623827e-06,1.5526162819726637e-06
0.19900100000000015,1.0767420065406677e-05,4.9880986758327775e-06,4.979742822397537e-07,9.191160403757416e-06,1.5762596616492604e-06
0.20000100000000015,1.0930469523560914e-05,4.987978907173138e-06,4.979538803854561e-07,9.330327663444627e-06,1.6001418601162861e-06
0.20100100000000015,1.109515539013556e-05,4.98785854101915e-06,4.979333764281558e-07,9.470891312673425e-06,1.6242640774621345e-06
0.20200100000000015,1.1261485801921005e-05,4.987737577413426e-06,4.979127703702713e-07,9.612858288145807e-06,1.6486275137751992e-06
0.20300100000000015,1.1429468895032807e-05,4.987616016398788e-06,4.978920622142337e-07,9.756235525888934e-06,1.673233369143874e-06
0.20400100000000015,1.159911280490836e-05,4.98749385801827e-06,4.978712519624858e-07,9.90102996125181e-06,1.6980828436565524e-06
0.20500100000000016,1.1770425666303592e-05,4.987371102315116e-06,4.978503396174822e-07,1.0047248528901966e-05,1.7231771374016281e-06
0.20600100000000016,1.1943415613289637e-05,4.987247749332779e-06,4.9782932518169e-07,1.0194898162822144e-05,1.748517450467495e-06
0.20700100000000016,1.2118090779249531e-05,4.987123799114922e-06,4.978082086575879e-07,1.0343985796306987e-05,1.7741049829425465e-06
0.20800100000000016,1.2294459296874887e-05,4.986999251705419e-06,4.977869900476667e-07,1.0494518361959713e-05,1.7999409349151763e-06
0.20900100000000016,1.247252929816259e-05,4.986874107148354e-06,4.977656693544293e-07,1.0646502791688815e-05,1.8260265064737781e-06
0.21000100000000016,1.2652308914411477e-05,4.9867483654880215e-06,4.977442465803905e-07,1.0799946016704735e-05,1.8523628977067457e-06
0.21100100000000016,1.283380627621903e-05,4.986622026768925e-06,4.977227217280771e-07,1.0954854967516562e-05,1.8789513087024725e-06
0.21200100000000016,1.3017029513478058e-05,4.98649509103578e-06,4.977010948000279e-07,1.111123657392871e-05,1.9057929395493525e-06
0.21300100000000016,1.3201986755373391e-05,4.986367558333509e-06,4.976793657987937e-07,1.1269097765037616e-05,1.932888990335779e-06
