R,M,M_A,M_B
14.800000999997238,0.19168008031405231,0.15223926813784092,0.039440812176210684
13.62200099999789,0.20990153446876775,0.16881814844098258,0.04108338602778433
12.706000999998398,0.22784269162738036,0.18401264828508213,0.043830043342299764
11.942000999998822,0.24541623300054255,0.19800254705511303,0.047413685945431286
11.191000999999238,0.2650895926755061,0.21580523506746,0.04928435760805019
10.454000999999646,0.29446324209159286,0.24674942844645814,0.04771381364513457
9.87000099999997,0.3399994515061049,0.2940129500881683,0.045986501417937635
9.488001000000182,0.40596637885895526,0.35978919564726264,0.046177183211692424
9.29300100000029,0.4946845378075456,0.4459271563429472,0.048757381464597495
9.241001000000319,0.607205609994273,0.5536475025930431,0.05355810740122691
9.29200100000029,0.7437023888070989,0.6834482300187957,0.06025415878830182
9.410001000000225,0.9028656041649672,0.8344264989709256,0.068439105194045
9.56400100000014,1.0818049022249716,1.0041943012160937,0.07761060100888778
9.732001000000047,1.2755511326427322,1.1883774862916567,0.08717364635107538
9.881000999999964,1.4673511833707624,1.3716678478291975,0.09568333554156533
9.97700099999991,1.6401259136464654,1.5379372846074413,0.10218862903902134
10.018000999999888,1.791862983390625,1.6847135945151082,0.10714938887551308
10.009000999999893,1.9211590100414193,1.8102714389971097,0.11088757104431286
9.956000999999922,2.027540896346393,1.9139762042236068,0.11356469212278594
9.86900099999997,2.1115448891265522,1.996329991738923,0.11521489738761691
