r,m,p_A,p_B,m_A,m_B,R_A
1e-06,0.0,1e-05,1.0000000000000001e-07,0.0,0.0,11.480000999999078
0.001001,1.5311984490684301e-12,9.999999443070029e-06,9.999999386491797e-08,1.5144724979693594e-12,1.6725951099070843e-14,11.480000999999078
0.002001,1.2231240607435641e-11,9.999998078622501e-06,9.999997883430807e-08,1.2097633414812362e-11,1.3360719262328218e-13,11.480000999999078
0.003001,4.1259809607056447e-11,9.999995814703716e-06,9.999995389521991e-08,4.0809110683109676e-11,4.506989239467754e-13,11.480000999999078
0.004001,9.777658678729606e-11,9.999992647293212e-06,9.999991900336772e-08,9.670853051472264e-11,1.0680562725734336e-12,11.480000999999078
0.005001,1.9094125080099285e-10,9.999988575696102e-06,9.999987415110118e-08,1.8885551654269658e-10,2.0857342582962757e-12,11.480000999999078
0.006001,3.299134767193222e-10,9.999983599716404e-06,9.999981933626716e-08,3.263096889620134e-10,3.6037877573087803e-12,11.480000999999078
0.007001,5.238529351366173e-10,9.999977719282072e-06,9.999975455807908e-08,5.181306636703027e-10,5.722271466314501e-12,11.480000999999078
0.008001000000000001,7.81919291275185e-10,9.99997093436184e-06,9.999967981620082e-08,7.733780514085484e-10,8.541239866636472e-12,11.480000999999078
0.009001000000000002,1.1132722040901206e-09,9.999963244940557e-06,9.999959511047518e-08,1.101111456901794e-09,1.216074718832658e-11,11.480000999999078
0.010001000000000003,1.5270713253741239e-09,9.999954651010355e-06,9.999950044082633e-08,1.5103904779998488e-09,1.6680847374274995e-11,11.480000999999078
0.011001000000000004,2.0324762988623157e-09,9.999945152566992e-06,9.999939580721975e-08,2.010274704817996e-09,2.2201594044319634e-11,11.480000999999078
0.012001000000000005,2.6386467593370563e-09,9.999934749608194e-06,9.999928120964389e-08,2.609823718877701e-09,2.8823040459355687e-11,11.480000999999078
0.013001000000000006,3.3547423317327657e-09,9.999923442132833e-06,9.999915664810107e-08,3.3180970922473207e-09,3.6645239485445246e-11,11.480000999999078
0.014001000000000006,4.189922630240745e-09,9.999911230140489e-06,9.999902212260271e-08,4.144154386682818e-09,4.576824355792697e-11,11.480000999999078
0.015001000000000007,5.153347257414001e-09,9.999898113631206e-06,9.999887763316664e-08,5.097055152768475e-09,5.6292104645525895e-11,11.480000999999078
0.01600100000000001,6.25417580327207e-09,9.999884092605357e-06,9.999872317981555e-08,6.185858929057607e-09,6.831687421446327e-11,11.480000999999078
0.01700100000000001,7.501567844405849e-09,9.999869167063546e-06,9.999855876257601e-08,7.419625241213282e-09,8.194260319256657e-11,11.480000999999078
0.01800100000000001,8.904682943082424e-09,9.999853337006563e-06,9.999838438147791e-08,8.807413601149045e-09,9.726934193337961e-11,11.480000999999078
0.01900100000000001,1.0472680646349906e-08,9.999836602435347e-06,9.999820003655403e-08,1.0358283506169634e-08,1.1439714018027268e-10,11.480000999999078
0.020001000000000012,1.2214720485142264e-08,9.999818963350959e-06,9.999800572783983e-08,1.2081294438111713e-08,1.3342604703055297e-10,11.480000999999078
0.021001000000000013,1.4139961973384169e-08,9.99980041975457e-06,9.999780145537324e-08,1.3985505862484596e-08,1.5445611089957504e-10,11.480000999999078
0.022001000000000014,1.625756460709583e-08,9.999780971647451e-06,9.999758721919455e-08,1.6079977227610983e-08,1.7758737948485134e-10,11.480000999999078
0.023001000000000014,1.8576687863497846e-08,9.99976061903096e-06,9.999736301934635e-08,1.8373767963767688e-08,2.0291989973016311e-10,11.480000999999078
0.024001000000000015,2.1106491200116055e-08,9.999739361906543e-06,9.999712885587341e-08,2.0875937482326386e-08,2.3055371778967127e-10,11.480000999999078
0.025001000000000016,2.3856134053886378e-08,9.999717200275723e-06,9.999688472882269e-08,2.3595545174894353e-08,2.605888789920274e-10,11.480000999999078
0.026001000000000017,2.6834775840259687e-08,9.999694134140102e-06,9.99966306382433e-08,2.6541650412455204e-08,2.9312542780448513e-10,11.480000999999078
0.027001000000000018,3.0051575952306666e-08,9.999670163501358e-06,9.999636658418643e-08,2.9723312544509655e-08,3.2826340779701165e-10,11.480000999999078
0.02800100000000002,3.3515693759822665e-08,9.999645288361243e-06,9.999609256670542e-08,3.314959089821627e-08,3.661028616063991e-10,11.480000999999078
0.02900100000000002,3.7236288608432576e-08,9.99961950872158e-06,9.999580858585563e-08,3.68295447775322e-08,4.067438309003766e-10,11.480000999999078
0.03000100000000002,4.122251981869571e-08,9.999592824584265e-06,9.999551464169452e-08,4.077223346235399e-08,4.502863563417222e-10,11.480000999999078
0.03100100000000002,4.548354668521068e-08,9.999565235951262e-06,9.999521073428161e-08,4.49867162076583e-08,4.968304775523752e-10,11.480000999999078
0.03200100000000002,5.002852847572025e-08,9.999536742824608e-06,9.999489686367848e-08,4.94820522426427e-08,5.464762330775483e-10,11.480000999999078
0.03300100000000002,5.486662443021629e-08,9.999507345206408e-06,9.999457302994875e-08,5.426730076986645e-08,5.99323660349841e-10,11.480000999999078
0.034001000000000024,6.00069937600446e-08,9.999477043098836e-06,9.999423923315807e-08,5.935152096439125e-08,6.554727956533515e-10,11.480000999999078
0.035001000000000025,6.545879564700985e-08,9.999445836504134e-06,9.999389547337416e-08,6.474377197292206e-08,7.150236740877907e-10,11.480000999999078
0.036001000000000026,7.123118924248047e-08,9.999413725424615e-06,9.999354175066677e-08,7.045311291294788e-08,7.780763295325952e-10,11.480000999999078
0.03700100000000003,7.733333366649358e-08,9.999380709862658e-06,9.999317806510768e-08,7.648860287188255e-08,8.447307946110412e-10,11.480000999999078
0.03800100000000003,8.377438800685987e-08,9.999346789820712e-06,9.99928044167707e-08,8.285930090620552e-08,9.150871006543581e-10,11.480000999999078
0.03900100000000003,9.056351131826854e-08,9.999311965301292e-06,9.999242080573167e-08,8.957426604060271e-08,9.892452776658429e-10,11.480000999999078
0.04000100000000003,9.770986262139226e-08,9.999276236306983e-06,9.999202723206849e-08,9.66425572671073e-08,1.0673053542849745e-09,11.480000999999078
0.04100100000000003,1.0522260090199204e-07,9.999239602840436e-06,9.999162369586105e-08,1.0407323354424053e-07,1.1493673577515287e-09,11.480000999999078
0.04200100000000003,1.1311088511002221e-07,9.99920206490437e-06,9.99912101971913e-08,1.1187535379615255e-07,1.2355313138696932e-09,11.480000999999078
0.04300100000000003,1.213838741587354e-07,9.999163622501573e-06,9.99907867361432e-08,1.2005797691176325e-07,1.3258972469721828e-09,11.480000999999078
0.04400100000000003,1.300507269237874e-07,9.9991242756349e-06,9.999035331280275e-08,1.286301617439031e-07,1.420565179884355e-09,11.480000999999078
0.045001000000000034,1.3912060224234227e-07,9.999084024307272e-06,9.998990992725798e-08,1.3760096710845397e-07,1.5196351338883262e-09,11.480000999999078
0.046001000000000035,1.4860265891217711e-07,9.99904286852168e-06,9.998945657959893e-08,1.4697945178349005e-07,1.6232071286870878e-09,11.480000999999078
0.047001000000000036,1.5850605569078723e-07,9.999000808281182e-06,9.998899326991767e-08,1.5677467450841862e-07,1.731381182368623e-09,11.480000999999078
0.04800100000000004,1.68839951294491e-07,9.9989578435889e-06,9.998851999830832e-08,1.6699569398312099e-07,1.8442573113700235e-09,11.480000999999078
0.04900100000000004,1.796135043975349e-07,9.998913974448028e-06,9.998803676486699e-08,1.776515688670933e-07,1.961935530441607e-09,11.480000999999078
0.05000100000000004,1.9083587363119857e-07,9.998869200861826e-06,9.998754356969184e-08,1.8875135777858752e-07,2.084515852611035e-09,11.480000999999078
0.05100100000000004,2.0251621758289965e-07,9.998823522833619e-06,9.998704041288305e-08,2.003041192937522e-07,2.21209828914743e-09,11.480000999999078
0.05200100000000004,2.1466369479529898e-07,9.998776940366802e-06,9.998652729454284e-08,2.1231891194577344e-07,2.344782849525495e-09,11.480000999999078
0.05300100000000004,2.2728746376540552e-07,9.998729453464837e-06,9.998600421477543e-08,2.2480479422401584e-07,2.482669541389632e-09,11.480000999999078
0.05400100000000004,2.403966829436814e-07,9.998681062131253e-06,9.998547117368706e-08,2.377708245731633e-07,2.6258583705180606e-09,11.480000999999078
0.05500100000000004,2.54000510733147e-07,9.998631766369647e-06,9.998492817138603e-08,2.5122606139236e-07,2.7744493407869375e-09,11.480000999999078
0.056001000000000044,2.6810810548848596e-07,9.99858156618368e-06,9.998437520798264e-08,2.6517956303435147e-07,2.928542454134477e-09,11.480000999999078
0.057001000000000045,2.827286255151502e-07,9.998530461577087e-06,9.998381228358921e-08,2.796403878046252e-07,3.088237710525071e-09,11.480000999999078
0.058001000000000046,2.978712290684652e-07,9.998478452553663e-06,9.99832393983201e-08,2.9461759396055186e-07,3.2536351079134103e-09,11.480000999999078
0.059001000000000046,3.135450743527347e-07,9.998425539117275e-06,9.998265655229167e-08,3.1012023971052617e-07,3.424834642208605e-09,11.480000999999078
0.06000100000000005,3.2975931952034613e-07,9.998371721271853e-06,9.998206374562234e-08,3.261573832131079e-07,3.6019363072383057e-09,11.480000999999078
0.06100100000000005,3.465231226708755e-07,9.9983169990214e-06,9.998146097843253e-08,3.427380825761628e-07,3.785040094712827e-09,11.480000999999078
0.06200100000000005,3.6384564185019273e-07,9.998261372369982e-06,9.99808482508447e-08,3.598713958560036e-07,3.974245994189269e-09,11.480000999999078
0.06300100000000004,3.8173603504956645e-07,9.998204841321734e-06,9.99802255629833e-08,3.7756638105653094e-07,4.1696539930356405e-09,11.480000999999078
0.06400100000000004,4.002034602047694e-07,9.998147405880857e-06,9.997959291497484e-08,3.9583209612837456e-07,4.371364076394982e-09,11.480000999999078
0.06500100000000004,4.192570751951835e-07,9.99808906605162e-06,9.997895030694784e-08,4.146775989680341e-07,4.579476227149489e-09,11.480000999999078
0.06600100000000005,4.3890603784290475e-07,9.998029821838361e-06,9.997829773903285e-08,4.3411194741702024e-07,4.79409042588464e-09,11.480000999999078
0.06700100000000005,4.591595059118489e-07,9.997969673245481e-06,9.997763521136242e-08,4.541441992609957e-07,5.0153066508533144e-09,11.480000999999078
0.06800100000000005,4.800266371068561e-07,9.997908620277453e-06,9.997696272407116e-08,4.747834122289163e-07,5.243224877939925e-09,11.480000999999078
0.06900100000000005,5.015165890727965e-07,9.997846662938814e-06,9.997628027729568e-08,4.96038643992172e-07,5.477945080624539e-09,11.480000999999078
0.07000100000000005,5.23638519393675e-07,9.997783801234168e-06,9.997558787117462e-08,5.179189521637281e-07,5.7195672299470065e-09,11.480000999999078
0.07100100000000005,5.464015855917369e-07,9.99772003516819e-06,9.997488550584865e-08,5.404333942972658e-07,5.9681912944710866e-09,11.480000999999078
0.07200100000000005,5.698149451265728e-07,9.997655364745619e-06,9.997417318146044e-08,5.635910278863242e-07,6.223917240248574e-09,11.480000999999078
0.07300100000000005,5.938877553942239e-07,9.99758978997126e-06,9.99734508981547e-08,5.874009103634404e-07,6.486845030783428e-09,11.480000999999078
