r,m,p_A,p_B,m_A,m_B
0.9380010000000008,0.0032477036028279427,0.0005861183888577925,0.0,0.0032477036028279427,0.0
0.9390010000000008,0.0032580748979921127,0.0005860942903891105,0.0,0.0032580748979921127,0.0
0.9400010000000008,0.0032684681640011977,0.0005860701670148342,0.0,0.0032684681640011977,0.0
0.9410010000000008,0.003278883423649435,0.0005860460187373966,0.0,0.003278883423649435,0.0
0.9420010000000008,0.0032893206997291627,0.0005860218455592336,0.0,0.0032893206997291627,0.0
0.9430010000000008,0.0032997800150308177,0.0005859976474827832,0.0,0.0032997800150308177,0.0
0.9440010000000008,0.0033102613923429334,0.000585973424510486,0.0,0.0033102613923429334,0.0
0.9450010000000008,0.0033207648544521396,0.0005859491766447848,0.0,0.0033207648544521396,0.0
0.9460010000000008,0.0033312904241431587,0.0005859249038881252,0.0,0.0033312904241431587,0.0
0.9470010000000008,0.003341838124198805,0.0005859006062429547,0.0,0.003341838124198805,0.0
0.9480010000000008,0.003352407977399982,0.0005858762837117235,0.0,0.003352407977399982,0.0
0.9490010000000008,0.003363000006525681,0.0005858519362968844,0.0,0.003363000006525681,0.0
0.9500010000000008,0.00337361423435298,0.0005858275640008921,0.0,0.00337361423435298,0.0
0.9510010000000008,0.0033842506836570404,0.0005858031668262042,0.0,0.0033842506836570404,0.0
0.9520010000000008,0.0033949093772111054,0.0005857787447752804,0.0,0.0033949093772111054,0.0
0.9530010000000008,0.0034055903377864993,0.000585754297850583,0.0,0.0034055903377864993,0.0
0.9540010000000008,0.0034162935881526246,0.0005857298260545766,0.0,0.0034162935881526246,0.0
0.9550010000000008,0.0034270191510769603,0.0005857053293897282,0.0,0.0034270191510769603,0.0
0.9560010000000008,0.00343776704932506,0.0005856808078585073,0.0,0.00343776704932506,0.0
0.9570010000000008,0.003448537305660551,0.0005856562614633857,0.0,0.003448537305660551,0.0
0.9580010000000008,0.0034593299428451302,0.0005856316902068376,0.0,0.0034593299428451302,0.0
0.9590010000000008,0.0034701449836385652,0.0005856070940913398,0.0,0.0034701449836385652,0.0
0.9600010000000008,0.0034809824507986897,0.0005855824731193712,0.0,0.0034809824507986897,0.0
0.9610010000000008,0.0034918423670814032,0.0005855578272934135,0.0,0.0034918423670814032,0.0
0.9620010000000008,0.003502724755240669,0.0005855331566159503,0.0,0.003502724755240669,0.0
0.9630010000000008,0.0035136296380285123,0.000585508461089468,0.0,0.0035136296380285123,0.0
0.9640010000000008,0.0035245570381950177,0.0005854837407164553,0.0,0.0035245570381950177,0.0
0.9650010000000008,0.003535506978488328,0.0005854589954994033,0.0,0.003535506978488328,0.0
0.9660010000000008,0.0035464794816546423,0.0005854342254408054,0.0,0.0035464794816546423,0.0
0.9670010000000008,0.0035574745704382137,0.0005854094305431574,0.0,0.0035574745704382137,0.0
0.9680010000000008,0.0035684922675813476,0.0005853846108089578,0.0,0.0035684922675813476,0.0
0.9690010000000008,0.0035795325958244005,0.0005853597662407071,0.0,0.0035795325958244005,0.0
0.9700010000000008,0.0035905955779057777,0.0005853348968409085,0.0,0.0035905955779057777,0.0
0.9710010000000008,0.003601681236561931,0.0005853100026120674,0.0,0.003601681236561931,0.0
0.9720010000000008,0.003612789594527357,0.0005852850835566918,0.0,0.003612789594527357,0.0
0.9730010000000008,0.003623920674534596,0.0005852601396772919,0.0,0.003623920674534596,0.0
0.9740010000000008,0.003635074499314229,0.0005852351709763803,0.0,0.003635074499314229,0.0
0.9750010000000008,0.003646251091594878,0.0005852101774564722,0.0,0.003646251091594878,0.0
0.9760010000000008,0.0036574504741032007,0.000585185159120085,0.0,0.0036574504741032007,0.0
0.9770010000000008,0.0036686726695638917,0.0005851601159697385,0.0,0.0036686726695638917,0.0
0.9780010000000008,0.0036799177006996793,0.0005851350480079551,0.0,0.0036799177006996793,0.0
0.9790010000000008,0.0036911855902313235,0.0005851099552372593,0.0,0.0036911855902313235,0.0
0.9800010000000008,0.003702476360877615,0.0005850848376601782,0.0,0.003702476360877615,0.0
0.9810010000000008,0.003713790035355372,0.0005850596952792413,0.0,0.003713790035355372,0.0
0.9820010000000008,0.003725126636379441,0.0005850345280969803,0.0,0.003725126636379441,0.0
0.9830010000000008,0.003736486186662691,0.0005850093361159295,0.0,0.003736486186662691,0.0
0.9840010000000008,0.003747868708916016,0.0005849841193386256,0.0,0.003747868708916016,0.0
0.9850010000000008,0.003759274225848329,0.0005849588777676074,0.0,0.003759274225848329,0.0
0.9860010000000008,0.0037707027601665637,0.0005849336114054165,0.0,0.0037707027601665637,0.0
0.9870010000000008,0.00378215433457567,0.0005849083202545965,0.0,0.00378215433457567,0.0
0.9880010000000008,0.0037936289717786136,0.0005848830043176937,0.0,0.0037936289717786136,0.0
0.9890010000000008,0.0038051266944763742,0.0005848576635972566,0.0,0.0038051266944763742,0.0
0.9900010000000008,0.0038166475253679426,0.0005848322980958362,0.0,0.0038166475253679426,0.0
0.9910010000000008,0.00382819148715032,0.0005848069078159858,0.0,0.00382819148715032,0.0
0.9920010000000008,0.0038397586025185155,0.0005847814927602611,0.0,0.0038397586025185155,0.0
0.9930010000000008,0.0038513488941655442,0.0005847560529312202,0.0,0.0038513488941655442,0.0
0.9940010000000008,0.003862962384782426,0.0005847305883314237,0.0,0.003862962384782426,0.0
0.9950010000000008,0.0038745990970581834,0.0005847050989634344,0.0,0.0038745990970581834,0.0
0.9960010000000008,0.0038862590536798388,0.0005846795848298176,0.0,0.0038862590536798388,0.0
0.9970010000000008,0.003897942277332414,0.0005846540459331409,0.0,0.003897942277332414,0.0
0.9980010000000008,0.003909648790698928,0.0005846284822759743,0.0,0.003909648790698928,0.0
0.9990010000000008,0.003921378616460395,0.0005846028938608903,0.0,0.003921378616460395,0.0
1.0000010000000008,0.003933131777295823,0.0005845772806904637,0.0,0.003933131777295823,0.0
1.0010010000000007,0.003944908295882209,0.0005845516427672716,0.0,0.003944908295882209,0.0
1.0020010000000006,0.003956708194894542,0.0005845259800938935,0.0,0.003956708194894542,0.0
1.0030010000000005,0.003968531497005799,0.0005845002926729116,0.0,0.003968531497005799,0.0
1.0040010000000004,0.003980378224886943,0.00058447458050691,0.0,0.003980378224886943,0.0
1.0050010000000003,0.003992248401206919,0.0005844488435984755,0.0,0.003992248401206919,0.0
1.0060010000000001,0.004004142048632656,0.000584423081950197,0.0,0.004004142048632656,0.0
1.007001,0.004016059189829063,0.0005843972955646661,0.0,0.004016059189829063,0.0
1.008001,0.004027999847459028,0.0005843714844444767,0.0,0.004027999847459028,0.0
1.0090009999999998,0.0040399640441834165,0.000584345648592225,0.0,0.0040399640441834165,0.0
1.0100009999999997,0.004051951802661068,0.0005843197880105094,0.0,0.004051951802661068,0.0
1.0110009999999996,0.004063963145548794,0.000584293902701931,0.0,0.004063963145548794,0.0
1.0120009999999995,0.00407599809550138,0.0005842679926690932,0.0,0.00407599809550138,0.0
1.0130009999999994,0.004088056675171579,0.0005842420579146015,0.0,0.004088056675171579,0.0
1.0140009999999993,0.004100138907210112,0.0005842160984410643,0.0,0.004100138907210112,0.0
1.0150009999999992,0.004112244814265666,0.0005841901142510917,0.0,0.004112244814265666,0.0
1.016000999999999,0.004124374418984893,0.0005841641053472968,0.0,0.004124374418984893,0.0
1.017000999999999,0.004136527744012405,0.0005841380717322948,0.0,0.004136527744012405,0.0
1.0180009999999988,0.004148704811990775,0.0005841120134087031,0.0,0.004148704811990775,0.0
1.0190009999999987,0.004160905645560537,0.0005840859303791418,0.0,0.004160905645560537,0.0
1.0200009999999986,0.004173130267360177,0.0005840598226462332,0.0,0.004173130267360177,0.0
1.0210009999999985,0.00418537870002614,0.0005840336902126019,0.0,0.00418537870002614,0.0
1.0220009999999984,0.004197650966192823,0.000584007533080875,0.0,0.004197650966192823,0.0
1.0230009999999983,0.004209947088492571,0.000583981351253682,0.0,0.004209947088492571,0.0
1.0240009999999982,0.004222267089555683,0.0005839551447336546,0.0,0.004222267089555683,0.0
1.025000999999998,0.004234610992010403,0.000583928913523427,0.0,0.004234610992010403,0.0
1.026000999999998,0.004246978818482921,0.0005839026576256358,0.0,0.004246978818482921,0.0
1.0270009999999978,0.004259370591597371,0.0005838763770429198,0.0,0.004259370591597371,0.0
1.0280009999999977,0.004271786333975829,0.0005838500717779203,0.0,0.004271786333975829,0.0
1.0290009999999976,0.004284226068238312,0.0005838237418332809,0.0,0.004284226068238312,0.0
1.0300009999999975,0.004296689817002773,0.0005837973872116477,0.0,0.004296689817002773,0.0
1.0310009999999974,0.004309177602885105,0.000583771007915669,0.0,0.004309177602885105,0.0
1.0320009999999973,0.004321689448499132,0.0005837446039479954,0.0,0.004321689448499132,0.0
1.0330009999999972,0.004334225376456614,0.0005837181753112801,0.0,0.004334225376456614,0.0
1.034000999999997,0.004346785409367241,0.0005836917220081786,0.0,0.004346785409367241,0.0
1.035000999999997,0.004359369569838632,0.0005836652440413486,0.0,0.004359369569838632,0.0
1.0360009999999968,0.004371977880476334,0.0005836387414134503,0.0,0.004371977880476334,0.0
1.0370009999999967,0.004384610363883819,0.0005836122141271463,0.0,0.004384610363883819,0.0
1.0380009999999966,0.004397267042662483,0.0005835856621851014,0.0,0.004397267042662483,0.0
1.0390009999999965,0.004409947939411644,0.0005835590855899829,0.0,0.004409947939411644,0.0
1.0400009999999964,0.0044226530767285405,0.0005835324843444604,0.0,0.0044226530767285405,0.0
1.0410009999999963,0.00443538247720833,0.0005835058584512057,0.0,0.00443538247720833,0.0
1.0420009999999962,0.004448136163444085,0.0005834792079128934,0.0,0.004448136163444085,0.0
1.043000999999996,0.004460914158026793,0.0005834525327322001,0.0,0.004460914158026793,0.0
1.044000999999996,0.004473716483545355,0.0005834258329118047,0.0,0.004473716483545355,0.0
1.0450009999999958,0.004486543162586583,0.0005833991084543887,0.0,0.004486543162586583,0.0
1.0460009999999957,0.004499394217735199,0.0005833723593626359,0.0,0.004499394217735199,0.0
1.0470009999999956,0.004512269671573831,0.0005833455856392323,0.0,0.004512269671573831,0.0
1.0480009999999955,0.004525169546683012,0.0005833187872868664,0.0,0.004525169546683012,0.0
1.0490009999999954,0.004538093865641182,0.0005832919643082291,0.0,0.004538093865641182,0.0
1.0500009999999953,0.004551042651024681,0.0005832651167060134,0.0,0.004551042651024681,0.0
1.0510009999999952,0.004564015925407749,0.0005832382444829148,0.0,0.004564015925407749,0.0
1.052000999999995,0.004577013711362524,0.0005832113476416314,0.0,0.004577013711362524,0.0
1.053000999999995,0.004590036031459042,0.0005831844261848633,0.0,0.004590036031459042,0.0
1.0540009999999949,0.0046030829082652335,0.0005831574801153129,0.0,0.0046030829082652335,0.0
1.0550009999999947,0.004616154364346921,0.0005831305094356853,0.0,0.004616154364346921,0.0
1.0560009999999946,0.004629250422267818,0.0005831035141486878,0.0,0.004629250422267818,0.0
1.0570009999999945,0.004642371104589528,0.0005830764942570299,0.0,0.004642371104589528,0.0
1.0580009999999944,0.004655516433871543,0.0005830494497634236,0.0,0.004655516433871543,0.0
1.0590009999999943,0.004668686432671239,0.0005830223806705833,0.0,0.004668686432671239,0.0
1.0600009999999942,0.004681881123543878,0.0005829952869812256,0.0,0.004681881123543878,0.0
1.061000999999994,0.004695100529042601,0.0005829681686980694,0.0,0.004695100529042601,0.0
1.062000999999994,0.004708344671718432,0.0005829410258238361,0.0,0.004708344671718432,0.0
1.0630009999999939,0.0047216135741202725,0.0005829138583612496,0.0,0.0047216135741202725,0.0
1.0640009999999938,0.0047349072587949,0.0005828866663130357,0.0,0.0047349072587949,0.0
1.0650009999999936,0.004748225748286967,0.0005828594496819228,0.0,0.004748225748286967,0.0
1.0660009999999935,0.004761569065139001,0.0005828322084706417,0.0,0.004761569065139001,0.0
1.0670009999999934,0.004774937231891399,0.0005828049426819255,0.0,0.004774937231891399,0.0
1.0680009999999933,0.004788330271082428,0.0005827776523185096,0.0,0.004788330271082428,0.0
1.0690009999999932,0.004801748205248222,0.0005827503373831317,0.0,0.004801748205248222,0.0
1.070000999999993,0.0048151910569227815,0.0005827229978785319,0.0,0.0048151910569227815,0.0
1.071000999999993,0.00482865884863797,0.0005826956338074526,0.0,0.00482865884863797,0.0
1.0720009999999929,0.004842151602923516,0.0005826682451726388,0.0,0.004842151602923516,0.0
1.0730009999999928,0.004855669342307005,0.0005826408319768373,0.0,0.004855669342307005,0.0
1.0740009999999927,0.004869212089313883,0.0005826133942227977,0.0,0.004869212089313883,0.0
1.0750009999999925,0.004882779866467453,0.0005825859319132718,0.0,0.004882779866467453,0.0
1.0760009999999924,0.004896372696288872,0.0005825584450510136,0.0,0.004896372696288872,0.0
1.0770009999999923,0.0049099906012971505,0.0005825309336387797,0.0,0.0049099906012971505,0.0
1.0780009999999922,0.004923633604009152,0.0005825033976793289,0.0,0.004923633604009152,0.0
1.079000999999992,0.004937301726939587,0.0005824758371754222,0.0,0.004937301726939587,0.0
1.080000999999992,0.004950994992601016,0.0005824482521298233,0.0,0.004950994992601016,0.0
1.0810009999999919,0.004964713423503846,0.0005824206425452977,0.0,0.004964713423503846,0.0
1.0820009999999918,0.004978457042156324,0.0005823930084246138,0.0,0.004978457042156324,0.0
1.0830009999999917,0.004992225871064545,0.0005823653497705419,0.0,0.004992225871064545,0.0
1.0840009999999916,0.00500601993273244,0.0005823376665858549,0.0,0.00500601993273244,0.0
1.0850009999999914,0.005019839249661783,0.0005823099588733279,0.0,0.005019839249661783,0.0
1.0860009999999913,0.0050336838443521825,0.0005822822266357383,0.0,0.0050336838443521825,0.0
1.0870009999999912,0.005047553739301083,0.000582254469875866,0.0,0.005047553739301083,0.0
1.0880009999999911,0.0050614489570037615,0.000582226688596493,0.0,0.0050614489570037615,0.0
1.089000999999991,0.0050753695199533275,0.0005821988828004039,0.0,0.0050753695199533275,0.0
1.090000999999991,0.005089315450640721,0.0005821710524903853,0.0,0.005089315450640721,0.0
1.0910009999999908,0.00510328677155471,0.0005821431976692265,0.0,0.00510328677155471,0.0
1.0920009999999907,0.005117283505181887,0.0005821153183397188,0.0,0.005117283505181887,0.0
1.0930009999999906,0.005131305674006671,0.0005820874145046559,0.0,0.005131305674006671,0.0
1.0940009999999905,0.0051453533005113026,0.000582059486166834,0.0,0.0051453533005113026,0.0
1.0950009999999903,0.005159426407175844,0.0005820315333290515,0.0,0.005159426407175844,0.0
1.0960009999999902,0.0051735250164781765,0.0005820035559941091,0.0,0.0051735250164781765,0.0
1.0970009999999901,0.005187649150893999,0.0005819755541648099,0.0,0.005187649150893999,0.0
1.09800099999999,0.005201798832896824,0.0005819475278439594,0.0,0.005201798832896824,0.0
1.09900099999999,0.005215974084957981,0.0005819194770343651,0.0,0.005215974084957981,0.0
1.1000009999999898,0.005230174929546609,0.0005818914017388371,0.0,0.005230174929546609,0.0
1.1010009999999897,0.005244401389129658,0.0005818633019601878,0.0,0.005244401389129658,0.0
1.1020009999999896,0.005258653486171888,0.0005818351777012318,0.0,0.005258653486171888,0.0
1.1030009999999895,0.005272931243135862,0.0005818070289647861,0.0,0.005272931243135862,0.0
1.1040009999999894,0.00528723468248195,0.0005817788557536701,0.0,0.00528723468248195,0.0
1.1050009999999892,0.005301563826668327,0.0005817506580707054,0.0,0.005301563826668327,0.0
1.1060009999999891,0.005315918698150966,0.0005817224359187158,0.0,0.005315918698150966,0.0
1.107000999999989,0.00533029931938364,0.0005816941893005277,0.0,0.00533029931938364,0.0
1.108000999999989,0.005344705712817923,0.0005816659182189697,0.0,0.005344705712817923,0.0
1.1090009999999888,0.00535913790090318,0.0005816376226768727,0.0,0.00535913790090318,0.0
1.1100009999999887,0.005373595906086574,0.0005816093026770699,0.0,0.005373595906086574,0.0
1.1110009999999886,0.005388079750813058,0.0005815809582223968,0.0,0.005388079750813058,0.0
1.1120009999999885,0.005402589457525377,0.0005815525893156912,0.0,0.005402589457525377,0.0
1.1130009999999884,0.005417125048664065,0.0005815241959597934,0.0,0.005417125048664065,0.0
1.1140009999999883,0.005431686546667442,0.0005814957781575457,0.0,0.005431686546667442,0.0
1.1150009999999881,0.005446273973971613,0.0005814673359117931,0.0,0.005446273973971613,0.0
1.116000999999988,0.005460887353010468,0.0005814388692253825,0.0,0.005460887353010468,0.0
1.117000999999988,0.005475526706215678,0.0005814103781011634,0.0,0.005475526706215678,0.0
1.1180009999999878,0.005490192056016693,0.0005813818625419876,0.0,0.005490192056016693,0.0
1.1190009999999877,0.005504883424840742,0.000581353322550709,0.0,0.005504883424840742,0.0
1.1200009999999876,0.005519600835112831,0.000581324758130184,0.0,0.005519600835112831,0.0
1.1210009999999875,0.005534344309255739,0.0005812961692832712,0.0,0.005534344309255739,0.0
1.1220009999999874,0.005549113869690019,0.0005812675560128317,0.0,0.005549113869690019,0.0
1.1230009999999873,0.005563909538833995,0.0005812389183217286,0.0,0.005563909538833995,0.0
