R,M,M_A,M_B
16.736000999997472,0.1618439319843311,0.1580429774378062,0.003800954546524966
15.089000999997078,0.18007632415870808,0.17600676559496856,0.0040695585637395525
13.91200099999773,0.19699869297421405,0.19268754475581504,0.004311148218398652
12.985000999998244,0.2127036494132932,0.20815250325395135,0.004551146159341917
12.074000999998749,0.2318850489474887,0.2268546444064121,0.005030404541076598
11.143000999999265,0.2643185668158518,0.25832599413856505,0.0059925726772869356
10.39300099999968,0.3142863660293354,0.3069453514322178,0.0073410145971174335
9.895000999999956,0.3849349896230923,0.37594016639372185,0.008994823229370147
9.627001000000105,0.4789557055500732,0.468025869954067,0.010929835596006807
9.537001000000155,0.5982802567744241,0.5851393744889072,0.01314088228551687
9.570001000000136,0.7438560744209887,0.728241073662404,0.015615000758583901
9.683001000000074,0.9147721098890141,0.8964655436231851,0.018306566265828942
9.840000999999987,1.1079554436286063,1.0868012556180549,0.02115418801055103
10.01300099999989,1.317607335596606,1.293541105838191,0.02406622975841302
10.168000999999805,1.525876522685704,1.499523262786137,0.02635325989956715
10.265000999999751,1.7125044881785754,1.684335473920577,0.028169014257998427
10.301000999999731,1.8741803616841015,1.8444001836929067,0.029780177991195828
10.281000999999742,2.0097243225779207,1.9785845688072845,0.031139753770636047
10.21300099999978,2.1192022329299687,2.086992124879428,0.0322101080505398
10.109000999999838,2.203736464699104,2.170766907831531,0.03296955686757687
