R,M
17.327000999998194,0.4270800930713203
16.927000999997706,0.4439833492584003
16.53100099999722,0.4610468008602444
16.139000999996743,0.47820867456344207
15.75200099999671,0.49540778909672495
15.368000999996923,0.5125729179939525
14.988000999997134,0.5296235945117092
14.612000999997342,0.5464731881445226
14.240000999997548,0.563029561163332
13.873000999997751,0.5791970505302839
13.509000999997953,0.5948831307335213
13.149000999998153,0.609986488095803
12.79400099999835,0.6244021194277867
12.443000999998544,0.6380243538205722
12.096000999998736,0.6507485320994862
11.754000999998926,0.6624776405511696
11.417000999999113,0.6731185648517816
11.085000999999297,0.682579707750398
10.759000999999477,0.6907767517151785
10.438000999999655,0.6976346739905959
10.12200099999983,0.7030925959888709
9.813001000000002,0.7071020845755716
9.51000100000017,0.7096248652855839
9.214001000000334,0.7106368170625458
8.925001000000494,0.7101291970497662
8.64300100000065,0.7081106871873124
8.369001000000802,0.704604650763684
8.10200100000095,0.699648752166944
7.844001000000954,0.6932953541088813
7.595001000000871,0.685610178978023
