R,M
4.547000999999853,0.7241899505847639
4.681000999999898,0.7389531840246323
4.824000999999946,0.7533438706379216
4.975000999999996,0.7672283645269937
5.134001000000049,0.7804710287406077
5.301001000000105,0.7929360481281572
5.4760010000001635,0.8044894284028898
5.659001000000225,0.8150011267610942
5.849001000000288,0.8243472535124335
6.047001000000354,0.832412298953077
6.251001000000422,0.8390912610620972
6.463001000000493,0.8442916865825125
6.682001000000566,0.8479354370729533
6.906001000000641,0.849960223101387
7.138001000000719,0.8503208094226319
7.375001000000798,0.8489897793529587
7.6170010000008785,0.84595796892205
7.866001000000962,0.841234442697932
8.11900100000094,0.8348460381212264
8.377001000000798,0.8268365753237134
8.641001000000651,0.8172656721471305
8.908001000000503,0.8062072577084627
9.180001000000352,0.7937478813643966
9.4560010000002,0.7799847958460212
9.736001000000044,0.7650239599835573
10.019000999999887,0.748977979723971
10.306000999999728,0.7319640735533275
10.597000999999567,0.7141020942123409
10.891000999999404,0.6955126705847776
11.18800099999924,0.6763155066030735
11.489000999999073,0.6566278538890036
11.792000999998905,0.636563176426066
12.099000999998735,0.6162300405508732
12.409000999998563,0.5957311906831433
12.723000999998389,0.5751628484282965
13.039000999998214,0.55461419079384
13.359000999998036,0.5341670215674127
13.681000999997858,0.5138955882292827
14.008000999997677,0.49386655824627756
14.338000999997494,0.47413909903025475
14.67100099999731,0.4547650777711332
15.008000999997122,0.43578933504462886
15.349000999996933,0.41725002421165475
15.694000999996742,0.3991790012459253
16.042000999996624,0.38160224704571877
16.395000999997055,0.36454031300769596
16.753000999997493,0.3480087709680235
17.114000999997934,0.33201866659377166
17.481000999998383,0.3165769681211943
17.852000999998836,0.30168699334023497
18.228000999999296,0.2873488268117258
18.60900099999976,0.2735597096504803
18.996001000000234,0.26031440778974535
19.388001000000713,0.24760555258886868
19.7860010000012,0.2354239576924988
20.189001000001692,0.22375890660831915
20.599001000002193,0.21259841690666717
21.0140010000027,0.2019294758941119
21.437001000003217,0.1917382561233336
21.86500100000374,0.1820103031500891
22.300001000004272,0.17273070668385768
22.743001000004814,0.1638842480248612
23.192001000005362,0.15545552990887043
23.64900100000592,0.14742909087962308
24.113001000006488,0.13978950179870422
24.585001000007065,0.1325214501575201
25.06400100000765,0.12560981045036487
25.552001000008246,0.11903970426647162
26.048001000008853,0.11279654891816937
26.55300100000947,0.10686609831243865
27.066001000010097,0.1012344748405091
27.588001000010735,0.09588819500363346
28.119001000011384,0.09081418824631149
28.660001000012045,0.08599981083337012
29.209001000012716,0.08143285466016971
29.7690010000134,0.07710155280362135
30.339001000014097,0.07299458056005247
30.918001000014804,0.06910105441556876
31.508001000015526,0.06541052837000412
32.10900100001587,0.06191298783309868
32.72000100001445,0.05859884211997368
33.343001000013,0.055458915650912065
33.97700100001152,0.05248443760670348
34.622001000010016,0.04966703112683355
35.279001000008485,0.04699870163032743
35.948001000006926,0.04447182460656734
36.62900100000534,0.04207913315127764
37.32300100000372,0.039813705280613294
38.029001000002076,0.037668951058850084
38.7480010000004,0.035638599879061775
39.48100099999869,0.033716687689434366
40.22700099999695,0.031897544374211995
40.98700099999518,0.030175781448685095
41.76100099999338,0.02854627986916064
42.54900099999154,0.027004178200615656
43.35200099998967,0.025544861087848512
44.169000999987766,0.024163948013789707
45.002000999985825,0.02285728250299298
45.85000099998385,0.021620921559575217
46.714000999981835,0.020451125600168405
