r,m,p_A,p_B,m_A,m_B,R_A
1e-06,0.0,0.00031130255175753187,0.002490420414060255,0.0,0.0,10.19400099999979
0.001001,9.374465794286886e-11,0.0003113024367148564,0.002490417707886979,2.9947922360233534e-12,9.074986570684551e-11,10.19400099999979
0.002001,7.488333042456139e-10,0.0003113021435163773,0.002490410810923888,2.3922448941673193e-11,7.249108553039409e-10,10.19400099999979
0.003001,2.5260448089641315e-09,0.0003113016566003109,0.002490399357127765,8.069788728487851e-11,2.445346921679253e-09,10.19400099999979
0.004001,5.986149350540933e-09,0.0003113009752874741,0.0024903833305555687,1.9123595956915677e-10,5.794913390971777e-09,10.19400099999979
0.005001,1.168990407960479e-08,0.000311300099462013,0.002490362728528984,3.7345142087250975e-10,1.131645265873228e-08,10.19400099999979
0.006001,2.0198048778374106e-08,0.00031129902909300997,0.002490337550381067,6.452588966528045e-10,1.9552789881721304e-08,10.19400099999979
0.007001,3.2071301520135255e-08,0.00031129776417102234,0.0024903077959634377,1.0245728503527712e-09,3.104672866978248e-08,10.19400099999979
0.008001000000000001,4.78703543289971e-08,0.00031129630469400854,0.0024902734653152138,1.5293075510058855e-09,4.634104677799121e-08,10.19400099999979
0.009001000000000002,6.81558688400002e-08,0.0003112946506631556,0.0024902345585648598,2.1773770408434846e-09,6.59784917991567e-08,10.19400099999979
0.010001000000000003,9.348847195964468e-08,0.00031129280208138147,0.0024901910758949554,2.986695102903359e-09,9.050177685674131e-08,10.19400099999979
0.011001000000000004,1.2442875152689801e-07,0.0003112907589527185,0.002490143017527692,3.975175228640045e-09,1.2045357629825795e-07,10.19400099999979
0.012001000000000005,1.6153725197474305e-07,0.000311288521282032,0.002490090383718248,5.160730585537027e-09,1.56376521389206e-07,10.19400099999979
0.013001000000000006,2.0537446999232652e-07,0.00031128608907488064,0.002490033174751508,6.561273984721071e-09,1.9881319600760542e-07,10.19400099999979
0.014001000000000006,2.56500850187768e-07,0.000311283462337443,0.002489971390940325,8.194717848578897e-09,2.483061323391891e-07,10.19400099999979
0.015001000000000007,3.154767807516896e-07,0.0003112806410764762,0.00248990503262455,1.0078974178376402e-08,3.0539780657331314e-07,10.19400099999979
0.01600100000000001,3.8286258912152593e-07,0.0003112776252992918,0.0024898341001704616,1.2231954521880661e-08,3.706306345996452e-07,10.19400099999979
0.01700100000000001,4.5921853764667487e-07,0.00031127441501374126,0.002489758593970419,1.4671569940984886e-08,4.445469677056899e-07,10.19400099999979
0.01800100000000001,5.451048192545485e-07,0.00031127101022820664,0.0024896785144426416,1.7415730979336604e-08,5.276890882752118e-07,10.19400099999979
0.01900100000000001,6.410815531175848e-07,0.0003112674109515947,0.0024895938620310646,2.0482347629969216e-08,6.205992054876154e-07,10.19400099999979
0.020001000000000012,7.477087803212791e-07,0.0003112636171933328,0.002489504637205242,2.3889329302937186e-08,7.238194510183418e-07,10.19400099999979
0.021001000000000013,8.655464595332965e-07,0.00031125962896336623,0.002489410840460278,2.7654584792955057e-08,8.378918747403413e-07,10.19400099999979
0.022001000000000014,9.951544626737234e-07,0.00031125544627215636,0.002489312472316777,3.1796022247040504e-08,9.633584404266829e-07,10.19400099999979
0.023001000000000014,1.13709257058652e-06,0.0003112510691306792,0.00248920953332081,3.633154913216166e-08,1.1007610214543583e-06,10.19400099999979
0.024001000000000015,1.291920468712231e-06,0.00031124649755042436,0.0024891020240438828,4.127907220288888e-08,1.250641396509342e-06,10.19400099999979
0.025001000000000016,1.4601977427620176e-06,0.00031124173154339446,0.002488989945082917,4.6656497469051205e-08,1.4135412452929664e-06,10.19400099999979
0.026001000000000017,1.6424838743930676e-06,0.0003112367711221044,0.002488873297060229,5.248173016339772e-08,1.5900021442296698e-06,10.19400099999979
0.027001000000000018,1.8393382368854445e-06,0.0003112316162995809,0.0024887520806235156,5.877267470926399e-08,1.7805655621761805e-06,10.19400099999979
0.02800100000000002,2.051320090820436e-06,0.0003112262670893624,0.00248862629644584,6.554723468824386e-08,1.985772856132192e-06,10.19400099999979
0.02900100000000002,2.2789885797604597e-06,0.00031122072350549853,0.0024884959452256186,7.282331280786674e-08,2.206165266952593e-06,10.19400099999979
0.03000100000000002,2.5229027259305886e-06,0.00031121498556254984,0.00248836102768661,8.061881086928061e-08,2.442283915061308e-06,10.19400099999979
0.03100100000000002,2.783621425901752e-06,0.0003112090532755878,0.0024882215445779046,8.89516297349411e-08,2.6946697961668108e-06,10.19400099999979
0.03200100000000002,3.061703446275676e-06,0.00031120292666019433,0.002488077496673912,9.783966929630655e-08,2.963863776979369e-06,10.19400099999979
0.03300100000000002,3.357707419371618e-06,0.000311196605732462,0.0024879288847743522,1.0730082844153961e-07,3.250406590930078e-06,10.19400099999979
0.034001000000000024,3.6721918389149603e-06,0.0003111900905089935,0.002487775709704245,1.1735300502321536e-07,3.554838833891745e-06,10.19400099999979
0.035001000000000025,4.005715055727719e-06,0.0003111833810069018,0.0024876179723138992,1.2801409582603616e-07,3.877700959901682e-06,10.19400099999979
0.036001000000000026,4.358835273421023e-06,0.00031117647724380977,0.002487455673478903,1.3930199653455373e-07,4.219533276886468e-06,10.19400099999979
0.03700100000000003,4.732110544089636e-06,0.00031116937923785024,0.0024872888141001122,1.5123460170089814e-07,4.580875942388737e-06,10.19400099999979
0.03800100000000003,5.126098764008566e-06,0.0003111620870076658,0.0024871173951036417,1.6382980471251452e-07,4.962268959296051e-06,10.19400099999979
0.03900100000000003,5.541357669331832e-06,0.0003111546005724087,0.0024869414174408535,1.7710549775990724e-07,5.364252171571923e-06,10.19400099999979
0.04000100000000003,5.978444831793435e-06,0.00031114691995174065,0.0024867608820883457,1.9107957180439208e-07,5.7873652599890415e-06,10.19400099999979
0.04100100000000003,6.437917654410616e-06,0.0003111390451658328,0.002486575790047942,2.0576991654585634e-07,6.232147737864758e-06,10.19400099999979
0.04200100000000003,6.920333367189427e-06,0.00031113097623536556,0.0024863861423466797,2.2119442039052727e-07,6.699138946798898e-06,10.19400099999979
0.04300100000000003,7.426249022832707e-06,0.00031112271318152853,0.0024861919400367997,2.373709704187491e-07,7.188878052413956e-06,10.19400099999979
0.04400100000000003,7.956221492450496e-06,0.0003111142560260203,0.0024859931841957326,2.543174523527686e-07,7.701904040097726e-06,10.19400099999979
0.045001000000000034,8.510807461272961e-06,0.00031110560479104835,0.002485789875926088,2.720517505245297e-07,8.238755710748431e-06,10.19400099999979
0.046001000000000035,9.090563424365896e-06,0.00031109675949932895,0.002485582016355643,2.9059174784347715e-07,8.79997167652242e-06,10.19400099999979
0.047001000000000036,9.696045682348834e-06,0.0003110877201740871,0.0024853696066373275,3.099553257643695e-07,9.386090356584465e-06,10.19400099999979
0.04800100000000004,1.0327810337115854e-05,0.0003110784868390563,0.0024851526479492134,3.3016036425510174e-07,9.997649972860752e-06,10.19400099999979
0.04900100000000004,1.0986413287559128e-05,0.0003110690595184784,0.002484931141494501,3.5122474176453764e-07,1.063518854579459e-05,10.19400099999979
0.05000100000000004,1.1672410225295273e-05,0.00031105943823710343,0.0024847050885015054,3.731663351903519e-07,1.1299243890104921e-05,10.19400099999979
0.05100100000000004,1.2386356630394559e-05,0.00031104962302018973,0.0024844744902236433,3.9600301984688286e-07,1.1990353610547677e-05,10.19400099999979
0.05200100000000004,1.3128807767113042e-05,0.0003110396138935035,0.002484239347939419,4.197526694329951e-07,1.2709055097680048e-05,10.19400099999979
0.05300100000000004,1.3900318679627674e-05,0.0003110294108833189,0.002483999662952411,4.444331559999532e-07,1.3455885523627721e-05,10.19400099999979
0.05400100000000004,1.4701444187774441e-05,0.0003110190140164177,0.0024837554365912565,4.7006234991930557e-07,1.4231381837855137e-05,10.19400099999979
0.05500100000000004,1.5532738882789615e-05,0.0003110084233200892,0.002483506670209638,4.966581198507803e-07,1.5036080762938837e-05,10.19400099999979
0.056001000000000044,1.639475712305414e-05,0.00031099763882213026,0.0024832533651862683,5.242383327101912e-07,1.5870518790343952e-05,10.19400099999979
0.057001000000000045,1.7288053029841248e-05,0.00031098666055084484,0.0024829955229248744,5.528208536373562e-07,1.6735232176203893e-05,10.19400099999979
0.058001000000000046,1.8213180483067317e-05,0.00031097548853504413,0.002482733144854183,5.824235459640263e-07,1.763075693710329e-05,10.19400099999979
0.059001000000000046,1.9170693117046093e-05,0.00031096412280404623,0.002482466232427904,6.130642711818278e-07,1.8557628845864265e-05,10.19400099999979
0.06000100000000005,2.016114431624628e-05,0.000310952563387676,0.002482194787124717,6.447608889102154e-07,1.9516383427336066e-05,10.19400099999979
0.06100100000000005,2.1185087211052566e-05,0.000310940810316265,0.002481918810448251,6.775312568644381e-07,2.0507555954188128e-05,10.19400099999979
0.06200100000000005,2.224307467353017e-05,0.00031092886362065126,0.0024816383039270723,7.113932308235173e-07,2.1531681442706653e-05,10.19400099999979
0.06300100000000004,2.333565931319294e-05,0.0003109167233321791,0.002481353269114664,7.463646645982383e-07,2.2589294648594704e-05,10.19400099999979
0.06400100000000004,2.446339347277507e-05,0.000310904389482699,0.002481063707589412,7.824634099991538e-07,2.3680930062775917e-05,10.19400099999979
0.06500100000000004,2.562682922400648e-05,0.0003108918621045674,0.0024807696209545853,8.197073168046009e-07,2.480712190720188e-05,10.19400099999979
0.06600100000000005,2.6826518363391975e-05,0.00031087914123064655,0.002480471010838321,8.581142327287316e-07,2.5968404130663243e-05,10.19400099999979
0.06700100000000005,2.8063012407994126e-05,0.00031086622689430426,0.002480167878893604,8.977020033895568e-07,2.716531040460457e-05,10.19400099999979
0.06800100000000005,2.9336862591220062e-05,0.0003108531191294139,0.0024798602267982507,9.384884722770034e-07,2.8398374118943058e-05,10.19400099999979
0.06900100000000005,3.064861985861214e-05,0.00031083981797035403,0.00247954805625489,9.804914807209864e-07,2.9668128377891154e-05,10.19400099999979
0.07000100000000005,3.1998834863642575e-05,0.0003108263234520083,0.0024792313689909443,1.0237288678594943e-06,3.097510599578308e-05,10.19400099999979
0.07100100000000005,3.33880579635121e-05,0.0003108126356097652,0.0024789101667586112,1.0682184706066893e-06,3.2319839492905415e-05,10.19400099999979
0.07200100000000005,3.4816839214952725e-05,0.00031079875447951813,0.0024785844513348448,1.1139781236210219e-06,3.3702861091331706e-05,10.19400099999979
0.07300100000000005,3.628572837003456e-05,0.00031078468009766475,0.0024782542245213347,1.1610256592733604e-06,3.512470271076121e-05,10.19400099999979
0.07400100000000005,3.7795274871976945e-05,0.00031077041250110715,0.0024779194881444887,1.209378907615135e-06,3.6585895964361814e-05,10.19400099999979
0.07500100000000005,3.93460278509637e-05,0.00031075595172725155,0.00247758024405541,1.2590556963464983e-06,3.8086972154617204e-05,10.19400099999979
0.07600100000000005,4.0938536119962796e-05,0.0003107412978140081,0.0024772364941298797,1.3100738507844988e-06,3.96284622691783e-05,10.19400099999979
0.07700100000000006,4.257334817055031e-05,0.00031072645079979066,0.002476888240268334,1.362451193831273e-06,4.1210896976719036e-05,10.19400099999979
0.07800100000000006,4.4251012168738836e-05,0.00031071141072351653,0.0024765354843958457,1.4162055459422513e-06,4.283480662279659e-05,10.19400099999979
0.07900100000000006,4.597207595081038e-05,0.0003106961776246064,0.0024761782284621016,1.4713547250943798e-06,4.450072122571601e-05,10.19400099999979
0.08000100000000006,4.773708701915375e-05,0.000310680751542984,0.0024758164744413816,1.5279165467543602e-06,4.62091704723994e-05,10.19400099999979
0.08100100000000006,4.9546592538106576e-05,0.00031066513251907607,0.002475450224332538,1.5859088238469043e-06,4.796068371425968e-05,10.19400099999979
0.08200100000000006,5.1401139329801946e-05,0.0003106493205938119,0.002475079480158972,1.6453493667230052e-06,4.9755789963078953e-05,10.19400099999979
0.08300100000000006,5.330127387001977e-05,0.00031063331580862317,0.002474704243968613,1.706255983128227e-06,5.1595017886891556e-05,10.19400099999979
0.08400100000000006,5.5247542284042874e-05,0.000310617118205444,0.002474324517833897,1.7686464781710097e-06,5.3478895805871876e-05,10.19400099999979
0.08500100000000006,5.724049034251793e-05,0.00031060072782671026,0.002473940303851741,1.832538654290993e-06,5.5407951688226956e-05,10.19400099999979
0.08600100000000006,5.928066345732127e-05,0.00031058414471535985,0.002473551604143524,1.8979503112273552e-06,5.738271314609393e-05,10.19400099999979
0.08700100000000006,6.136860667742955e-05,0.000310567368914832,0.0024731584208550605,1.964899245987173e-06,5.94037074314424e-05,10.19400099999979
0.08800100000000007,6.350486468479552e-05,0.0003105504004690674,0.0024727607561565797,2.033403252813796e-06,6.147146143198174e-05,10.19400099999979
0.08900100000000007,6.568998179022872e-05,0.00031053323942250774,0.0024723586122427006,2.103480123155242e-06,6.35865016670735e-05,10.19400099999979
