R,M,M_A,M_B
17.178000999998012,0.19237931937928326,0.1866079397979043,0.005771379581378589
15.648000999996768,0.2250785920120445,0.21832623425168318,0.006752357760361254
14.583000999997358,0.2643520537720058,0.2564214921588458,0.007930561613160182
13.808000999997788,0.31590661132788495,0.30642941298804827,0.009477198339836557
13.29800099999807,0.3823144215253802,0.3708449888796189,0.011469432645761411
13.008000999998231,0.4656619413447029,0.4516920831043622,0.013969858240341032
12.888000999998297,0.5680581193655083,0.5510163757845424,0.017041743580965298
12.893000999998295,0.6914716568007321,0.6707275070967101,0.02074414970402181
12.994000999998239,0.8396801892396766,0.8144897835624865,0.025190405677190563
13.168000999998142,1.0150926594577105,0.9846398796739798,0.030452779783731215
13.393000999998018,1.2174159672939464,1.1808934882751285,0.03652247901881806
13.646000999997877,1.4446106766745432,1.4012723563743024,0.04333832030023944
13.906000999997733,1.6923879135342708,1.6416162761282422,0.0507716374060281
14.157000999997594,1.9541669205000334,1.8955419128850337,0.05862500761500086
14.371000999997475,2.2130833097880234,2.1466908104943885,0.06639249929363875
14.518000999997394,2.448777127147447,2.3753138133330247,0.07346331381442354
14.594000999997352,2.6573520625710585,2.577631500693928,0.07972056187713202
14.603000999997347,2.836655156461308,2.7515555017674687,0.08509965469383914
14.552000999997375,2.9860012573704666,2.8964212196493544,0.08958003772111346
14.45200099999743,3.10604073621723,3.0128595141307097,0.09318122208651701
