r,m,p_A,p_B,m_A,m_B,R_A
1e-06,0.0,0.00045515998854546826,0.0022757999427273413,0.0,0.0,11.412000999999115
0.001001,6.00040892495062e-11,0.00045515989203320854,0.0022757986676717637,3.1173435376134927e-12,5.688674571189271e-11,11.412000999999115
0.002001,4.793134782955747e-10,0.00045515964139286624,0.0022757953563805277,2.4901391949220964e-11,4.544120863463536e-10,11.412000999999115
0.003001,1.6168729386398569e-09,0.0004551592249805903,0.002275789855027869,8.400017653045361e-11,1.5328727621094034e-09,11.412000999999115
0.004001,3.831624071323915e-09,0.00045515864228789664,0.002275782156904478,1.990616774276457e-10,3.632562393896269e-09,11.412000999999115
0.005001,7.4825037248466e-09,0.00045515789322767556,0.00227577226087134,3.887337981137223e-10,7.0937699267328784e-09,11.412000999999115
0.006001,1.2928442411657483e-08,0.0004551569777762473,0.0022757601666308046,6.716643398408248e-10,1.2256778071816658e-08,11.412000999999115
0.007001,2.0528362724646262e-08,0.0004551558959258787,0.002275745874099276,1.066500976092486e-09,1.9461861748553778e-08,11.412000999999115
0.008001000000000001,3.064117775368547e-08,0.0004551546476742529,0.0022757293832680893,1.591891227036182e-09,2.9049286526649296e-08,11.412000999999115
0.009001000000000002,4.362578950224449e-08,0.00045515323302134763,0.002275710694162265,2.266482433976455e-09,4.1359307068268045e-08,11.412000999999115
0.010001000000000003,5.984108730408836e-08,0.0004551516519683141,0.0022756898068257048,3.108921733808731e-09,5.6732165570279633e-08,11.412000999999115
0.011001000000000004,7.96459462400739e-08,0.00045514990451701604,0.0022756667213150983,4.137856033473932e-09,7.550809020659998e-08,11.412000999999115
0.012001000000000005,1.0339922555505559e-07,0.0004551479906698192,0.0022756414376971386,5.3719319844139964e-09,9.802729357064161e-08,11.412000999999115
0.013001000000000006,1.3145976707491322e-07,0.0004551459104294868,0.0022756139560471443,6.829795957028392e-09,1.2462997111788486e-07,11.412000999999115
0.014001000000000006,1.6418639362371378e-07,0.0004551436637991244,0.0022755842764483314,8.530094015131737e-09,1.5565629960858206e-07,11.412000999999115
0.015001000000000007,2.0193790744101945e-07,0.00045514125078214933,0.002275552398991406,1.0491471890412625e-08,1.9144643555060683e-07,11.412000999999115
0.01600100000000001,2.4507308859935436e-07,0.0004551386713822724,0.0022755183237743244,1.2732574956893751e-08,2.323405136424606e-07,11.412000999999115
0.01700100000000001,2.939506934218417e-07,0.000455135925603487,0.00227548205090215,1.527204820539344e-08,2.7867864521644827e-07,11.412000999999115
0.01800100000000001,3.4892945290002413e-07,0.0004551330134500625,0.002275443580486961,1.812853621798868e-08,3.3080091668203544e-07,11.412000999999115
0.01900100000000001,4.103680711118787e-07,0.00045512993492653953,0.002275402912647791,2.132068314247976e-08,3.8904738796939893e-07,11.412000999999115
