R,M,M_A,M_B
16.753000999997493,0.16018283043840814,0.1553773455252565,0.0048054849131520805
15.091000999997076,0.17792902451805126,0.17259115378251036,0.0053378707355408745
13.903000999997735,0.19439712962367478,0.18856521573496735,0.0058319138887072165
12.968000999998253,0.20972660890206965,0.20343481063501936,0.006291798267050705
12.05300099999876,0.22874471093752394,0.2218823696094008,0.006862341328123387
11.121000999999277,0.2610559005437451,0.25322422352743257,0.007831677016312296
10.371000999999692,0.31053355773585206,0.30121755100377584,0.009316006732075525
9.86900099999997,0.3799482598353522,0.3685498120402913,0.011398447795060633
9.594001000000123,0.471637811861461,0.4574886775056169,0.014149134355843881
9.493001000000179,0.5872629306509983,0.5696450427314695,0.01761788791953022
9.513001000000168,0.7276241562950079,0.7057954316061571,0.021828724688850307
9.613001000000112,0.8918704085112891,0.8651142962559495,0.026756112255339293
9.757001000000033,1.077301599308935,1.0449825513296673,0.032319047979267886
9.920000999999942,1.2787972250799835,1.2404333083275247,0.03836391675245963
10.066000999999861,1.4788514314192045,1.434485888476629,0.04436554294257317
10.16000099999981,1.6596974383470213,1.6099065151966112,0.04979092315041039
10.200000999999787,1.818726029516256,1.7641642486307703,0.05456178088548767
10.186000999999795,1.9540522131403175,1.8954306467461082,0.058621566394209956
10.128000999999827,2.0650480817233015,2.0030966392716025,0.06195144245169983
10.03300099999988,2.152215292302507,2.0876488335334296,0.06456645876907477
