R,M,M_A,M_B
16.2680009999969,0.16978899135261735,0.16639321152556474,0.0033957798270523834
14.267000999997533,0.20704562702015397,0.20290471447975061,0.004140912540403044
13.056000999998204,0.25627417120000484,0.2511486877760057,0.00512548342400005
12.347000999998597,0.3194791957118625,0.31308961179762523,0.006389583914237253
11.96400099999881,0.3988931942612032,0.39091533037597936,0.007977863885224049
11.795000999998903,0.49662443396651174,0.4866919452871818,0.009932488679330229
11.770000999998917,0.6146570261783546,0.602363885654787,0.01229314052356714
11.839000999998879,0.7544261837594557,0.739337660084266,0.015088523675189149
11.965000999998809,0.9161516575409763,0.8978286243901563,0.018323033150819554
12.123000999998721,1.0990052282322649,1.0770251236676192,0.021980104564645622
12.28800099999863,1.3000786126518358,1.2740770403987993,0.02600157225303675
12.445000999998543,1.5148796673944547,1.4845820740465636,0.03029759334788917
12.579000999998469,1.7369028090041836,1.7021647528240995,0.034738056180085165
12.679000999998413,1.9584866746136145,1.9193169411213515,0.03916973349226255
12.734000999998383,2.1660477231295387,2.12272676866695,0.043320954462590794
12.730000999998385,2.347358592156398,2.300411420313269,0.04694717184312722
12.670000999998418,2.4996832475606303,2.4496895826094125,0.04999366495121653
12.562000999998478,2.6224429216477594,2.5699940632147977,0.0524488584329599
12.416000999998559,2.71584347852354,2.6615266089530647,0.05431686957047443
12.238000999998658,2.779117946588594,2.723535587656818,0.055582358931776064
